Year	Station	Annual_DIN_flux	precip	precip_JJAS	precip_JAS	precip_JASO	precip_ASO	pre_gt_10	pre_gt_20	pre_gt_10_JJAS	pre_gt_20_JJAS	pre_gt_10_JAS	pre_gt_20_JAS	pre_gt_10_JASO	pre_gt_20_JASO	pre_gt_10_ASO	pre_gt_20_ASO	R90pTOT	R95pTOT	R99pTOT	R90pTOT_JJAS_1	R95pTOT_JJAS_1	R99pTOT_JJAS_1	R90pTOT_JAS_1	R95pTOT_JAS_1	R99pTOT_JAS_1	R90pTOT_JASO_1	R95pTOT_JASO_1	R99pTOT_JASO_1	R90pTOT_ASO_1	R95pTOT_ASO_1	R99pTOT_ASO_1	R90pTOT_JJAS_2	R95pTOT_JJAS_2	R99pTOT_JJAS_2	R90pTOT_JAS_2	R95pTOT_JAS_2	R99pTOT_JAS_2	R90pTOT_JASO_2	R95pTOT_JASO_2	R99pTOT_JASO_2	R90pTOT_ASO_2	R95pTOT_ASO_2	R99pTOT_ASO_2	temp_annual	temp_JJAS	temp_JAS	temp_JASO	temp_ASO	fert_kgN_km2	ln_fert	fert_dep_kgN_km2	ln_fert_dep	LSC_MCM	LSC_MCM_mm	LSC
2000	Tikarapara	NA	884.7893487621	823.43193078	663.38418708	673.490193932	379.876538732	26	6	26	6	22	6	22	6	10	2	174.13125	106.91094	0	174.13125	106.91094	0	174.13125	106.91094	0	174.13125	106.91094	0	46.36134	0	0	131.49941	76.16963	0	106.91094	76.16963	0	131.49941	76.16963	0	24.58847	0	0	26.0558756353298	27.8534673548387	27.2702351397849	27.1461889329637	27.1133336310484	1468.08658283819	7.29171518757021	2010.14878283819	7.60596401962621	13131.28	14.8411370665479	0.119253813310952
2001	Tikarapara	416.707639973221	1675.7306843381	1498.6113773	1198.4550333	1277.2926322825	538.4397072825	55	24	53	24	44	20	46	20	19	5	777.05072	578.00459	209.90732	777.05072	578.00459	209.90732	645.72361	472.80606	143.50984	645.72361	472.80606	143.50984	143.65421	40.8756	0	685.41564	484.04921	209.90732	554.08853	378.85068	143.50984	578.00174	378.85068	143.50984	143.65421	40.8756	0	25.9316616363006	27.5567516397849	27.211419297491	27.0027436918683	27.190945890233	1520.51728624169	7.32680587584049	2075.08938624169	7.63775950944382	13131.28	7.83615178902495	0.0629662658820807
2002	Tikarapara	146.002633342818	1037.77725422604	921.2999109	737.3816313	770.236142039	615.394810439	38	9	37	9	31	7	32	7	26	6	209.87567	98.65611	0	209.87567	98.65611	0	170.76218	59.54262	0	170.76218	59.54262	0	146.86221	59.54262	0	98.65611	39.11349	0	59.54262	0	0	83.44259	0	0	82.87673	0	0	26.0980356840576	28.0360687607527	27.3792972365591	27.0747262086694	26.529999891129	1408.11392440665	7.2500064456654	1975.19592440665	7.58842287464622	13166.06	12.6867879849796	0.101942852430531
2003	Tikarapara	362.370942079182	1685.61120732084	1414.0188128815	1243.580343	1407.86689611	1034.70921511	61	22	53	20	46	19	54	21	39	16	639.5189	400.79735	109.52209	590.72362	400.79735	109.52209	558.95611	369.02984	109.52209	607.75139	369.02984	109.52209	459.93507	294.5806	109.52209	453.76682	336.69795	59.47372	421.99931	336.69795	59.47372	494.63655	369.02984	59.47372	392.22866	294.5806	109.52209	26.2182229838108	28.4345299973118	26.9806957741935	26.6694357368952	26.3742404448925	1489.16641436042	7.30597178893765	2068.75831436042	7.63470385814348	13174.97	7.81613811226415	0.0628054488731551
2004	Tikarapara	269.726406729167	1138.89575455862	1001.142613937	799.1512589	873.6601507519	574.8484377519	35	14	32	13	28	10	30	11	18	10	436.6794	247.46433	52.30327	415.85954	247.46433	52.30327	285.92934	117.53413	0	306.7492	117.53413	0	283.2635	117.53413	0	299.51773	215.74453	52.30327	169.58753	85.81433	0	193.33485	85.81433	0	240.25957	117.53413	0	25.7449470799808	27.9497212526882	27.1698674480287	26.6954174610215	26.3971589802867	1558.95198696245	7.35176907125348	2151.05378696245	7.67371313451644	13181.51	11.5739390082357	0.0930007152128217
2005	Tikarapara	278.612490297372	1332.49452614315	1123.92141187	1013.95184791	1117.347711112	718.849881412	41	17	36	16	32	14	35	15	19	10	605.64436	405.87431	187.33329	582.2432	405.87431	187.33329	532.17809	405.87431	187.33329	555.57925	405.87431	187.33329	386.67776	285.01568	133.59715	537.38503	343.32985	187.33329	487.31992	343.32985	187.33329	511.01536	376.09175	187.33329	386.67776	255.23312	133.59715	26.0967743412861	28.6658533682796	27.0221494910394	26.8194715714046	26.6534390844534	1625.04281926458	7.39328944473334	2229.65451926458	7.70960192835559	13185.11	9.89505753405513	0.0795103056171566
2006	Tikarapara	382.901615295471	1356.21759223829	1214.290711961	1113.712212511	1162.858767747	754.698447547	35	20	34	20	31	20	32	20	20	12	686.74602	514.46437	240.86446	686.74602	514.46437	240.86446	686.74602	514.46437	240.86446	686.74602	514.46437	240.86446	431.85259	332.68484	184.37698	616.48139	483.29556	240.86446	542.27462	450.37651	240.86446	640.32086	483.29556	240.86446	408.88041	332.68484	184.37698	25.9179343308035	27.6379948978495	26.6121369749104	26.5780110124328	26.513042640233	1820.11245118884	7.50665356452964	2437.23405118884	7.7986190897148	13194.36	9.72879283937332	0.0781743096775679
2007	Tikarapara	NA	1365.27552736965	1260.2171724474	1060.826304	1101.775262179	697.244319579	39	18	38	18	30	15	30	15	18	10	587.57583	450.86855	139.69281	587.57583	450.86855	139.69281	530.02228	419.75589	139.69281	530.02228	419.75589	139.69281	323.1671	280.06308	0	477.30944	328.78685	139.69281	419.75589	295.63569	139.69281	419.75589	328.78685	139.69281	280.06308	251.08784	0	26.0223858532386	28.3341316155914	27.4620520430108	27.081975	26.9516823655914	1867.33135734678	7.53226560896508	2496.96285734678	7.82283041525796	13196.5	9.66581450809748	0.0776682563929086
2008	Tikarapara	NA	1363.2225782009	1292.584594306	1049.865106106	1063.9965347878	762.1936907878	51	17	51	17	40	16	40	16	27	13	495.46358	274.4449	145.14408	495.46358	274.4449	145.14408	462.88733	241.86865	145.14408	462.88733	241.86865	145.14408	435.58868	241.86865	145.14408	452.50022	183.72696	95.46326	322.16926	183.72696	95.46326	419.92397	183.72696	95.46326	392.62532	183.72696	145.14408	26.0985396098134	27.8806126290323	27.4331382831541	27.2088180672043	27.1600360250896	1926.80463060051	7.56361827801273	2568.94603060051	7.85125098894858	13196.5	9.68037077071886	0.0777852211387614
2009	Tikarapara	NA	1206.47258450484	1092.107532256	1022.09733573	1086.662687915	464.905919145	35	15	33	15	32	15	33	15	15	5	570.92536	398.50225	246.06732	570.92536	398.50225	246.06732	570.92536	398.50225	246.06732	570.92536	398.50225	246.06732	133.84897	35.63474	0	506.05899	398.50225	195.96151	506.05899	398.50225	195.96151	506.05899	398.50225	195.96151	90.08349	35.63474	0	26.8588743817204	29.2670471048387	27.8712755842294	27.3335716075269	27.3148756917563	2096.44375946305	7.64799774033306	2751.09505946305	7.91975431483978	13196.5	10.938085265664	0.087891404304251
2010	Tikarapara	NA	1152.5449016981	992.378791341	880.60723726	944.4025505779	581.4741071779	39	12	37	12	34	11	36	11	24	6	365.37858	166.2257	58.98945	365.37858	166.2257	58.98945	343.01749	166.2257	58.98945	343.01749	166.2257	58.98945	168.78902	40.44782	0	299.01773	133.81636	58.98945	274.56925	133.81636	58.98945	299.01773	166.2257	58.98945	145.83441	40.44782	0	26.890943405594	29.2284173763441	28.1340972795699	27.6813619112903	27.2718343763441	2128.5884315366	7.66321433081655	2795.7496315366	7.93585555411417	13196.5	11.4498792893509	0.0920038512603524
2011	Tikarapara	NA	1332.4056110748	1247.518853295	1076.854652055	1088.22044778	825.88546348	55	15	54	15	48	15	48	15	39	12	443.35496	204.76259	51.8238	443.35496	204.76259	51.8238	443.35496	204.76259	51.8238	443.35496	204.76259	51.8238	367.29919	175.86733	51.8238	333.26072	175.86733	0	309.29549	175.86733	0	333.26072	175.86733	51.8238	302.42099	175.86733	51.8238	25.7627135126088	27.8823033037634	27.118802516129	26.9005849516129	26.6753648817204	2346.27310750132	7.76058343654751	3027.56241750132	8.01551309206074	13196.5	9.90426630623005	0.0795843013758943
2012	Tikarapara	NA	1402.2034471644	1250.598176656	1074.779476786	1121.748169106	793.417182006	49	19	47	19	41	16	42	16	27	13	501.23229	246.44513	55.92157	501.23229	246.44513	55.92157	405.38243	174.64332	55.92157	405.38243	174.64332	55.92157	377.75794	174.64332	55.92157	455.00268	246.44513	55.92157	334.86093	174.64332	55.92157	359.15282	174.64332	55.92157	354.95316	174.64332	55.92157	26.0686227796935	28.3929076209677	27.0762922724014	26.7302457365591	26.4648248530466	2391.30327152064	7.77959379819399	3086.72069152064	8.03486454147142	13774.18	9.82323929373785	0.0789332205201916
2013	Tikarapara	NA	1403.56700745091	1091.69465963	860.2017742	1104.01923121977	783.64913221977	49	18	41	14	33	10	41	14	28	10	490.64449	254.31754	57.13846	389.54313	224.40481	57.13846	308.8797	194.72696	57.13846	409.98106	224.63969	57.13846	301.787	159.88046	57.13846	302.4443	132.76981	57.13846	221.78087	132.76981	57.13846	301.83026	165.05699	57.13846	237.07103	129.96773	57.13846	25.7824752707373	27.8499177768817	27.223510702509	26.7921835107527	26.6417084444444	2318.3581672332	7.74861452759462	3027.9036972332	8.01562580996743	13833.82	9.85618778908483	0.0791979733956193
2014	Tikarapara	NA	1390.3692171469	1203.1986537083	1109.79778563	1175.21905726	765.94676186	41	20	38	17	34	17	36	19	22	14	737.51985	506.27765	296.39514	644.08103	466.68682	296.39514	644.08103	466.68682	296.39514	697.92902	466.68682	296.39514	473.31405	286.88159	146.27106	575.73435	343.85885	245.89696	575.73435	343.85885	245.89696	629.58234	343.85885	296.39514	473.31405	256.70723	146.27106	25.8584376010625	28.632740311828	27.4295839713262	27.0206592688172	26.8742590250896	2381.74908084501	7.775590404671	3105.42272084501	8.04090512708017	13833.82	9.9497455995089	0.0799497436682113
2015	Tikarapara	NA	1107.40564067596	1000.8628055983	795.0770877833	800.9974719085	481.0267137085	31	15	30	15	26	12	26	12	15	7	481.86488	306.84754	0	481.86488	306.84754	0	379.2027	226.95605	0	379.2027	226.95605	0	218.84405	112.47723	0	413.21436	244.25623	0	333.32287	163.67466	0	333.32287	196.54725	0	218.84405	112.47723	0	26.3470702909626	28.7034034462366	27.9943300394265	27.8089089005376	27.7189046630824	2488.54992593514	7.81945546075966	3226.35167593514	8.07910726574278	13833.82	12.492098190466	0.100378450706838
